user_id,is_new,device,geo,traffic_source,payment_method,session_date,is_recent_window,app_version,page_load_ms,did_view,did_cart,did_checkout,did_purchase
2700,0,mobile,US,paid_search,card,2026-01-23,0,1.9.0,1633,1,1,1,0
2701,1,mobile,IN,organic,card,2026-01-11,0,1.9.0,1814,1,1,0,0
2702,0,mobile,US,paid_social,card,2026-01-23,0,1.9.1,1659,1,1,1,1
2703,1,desktop,US,paid_search,card,2026-01-09,0,1.9.0,690,1,1,0,0
2704,1,mobile,US,organic,card,2025-12-16,0,1.9.0,1909,1,1,0,0
2705,0,mobile,EU,paid_search,paypal,2026-01-07,0,1.9.0,1710,1,1,0,0
2706,0,mobile,US,email,card,2026-01-21,0,1.9.1,1743,1,0,0,0
2707,1,desktop,IN,organic,upi,2025-12-21,0,1.9.0,820,1,1,1,1
2708,1,desktop,US,organic,card,2026-01-22,0,1.9.0,877,1,0,0,0
2709,1,mobile,EU,paid_social,card,2026-01-10,0,1.9.1,1769,1,0,0,0
2710,1,mobile,EU,referral,card,2026-01-03,0,1.9.0,1344,1,1,1,0
2711,0,desktop,BR,paid_social,upi,2026-01-19,0,1.9.0,916,1,0,0,0
2712,1,mobile,EU,paid_social,paypal,2026-01-22,0,1.9.0,1817,0,0,0,0
2713,1,mobile,EU,organic,card,2026-01-11,0,1.9.0,1260,1,0,0,0
2714,1,mobile,IN,organic,card,2026-01-06,0,1.9.1,1427,1,1,1,1
2715,1,mobile,IN,referral,card,2025-12-21,0,1.9.0,1600,1,0,0,0
2716,1,mobile,US,email,upi,2026-01-26,0,1.9.0,1487,1,0,0,0
2717,0,mobile,US,referral,card,2025-12-14,0,1.9.0,1466,1,1,0,0
2718,0,mobile,US,paid_search,paypal,2025-12-19,0,1.9.1,1634,1,1,0,0
2719,0,mobile,EU,paid_search,upi,2025-12-12,0,1.9.0,1829,1,1,1,1
2720,1,mobile,OTHER,email,card,2025-12-19,0,1.9.1,1631,1,1,1,1
2721,0,mobile,US,email,card,2026-01-31,1,2.0.0,1789,0,0,0,0
2722,0,mobile,EU,paid_social,upi,2026-02-08,1,2.0.0,2115,0,0,0,0
2723,0,mobile,IN,paid_search,upi,2026-01-31,1,2.0.0,1729,0,0,0,0
2724,1,mobile,EU,paid_search,card,2026-01-13,0,1.9.0,1580,1,0,0,0
2725,1,mobile,US,organic,card,2026-01-03,0,1.9.0,1427,1,1,1,0
2726,1,mobile,US,paid_social,card,2025-12-17,0,1.9.0,1583,1,1,0,0
2727,1,mobile,US,organic,card,2025-12-28,0,1.9.0,1448,1,1,1,0
2728,1,mobile,BR,organic,card,2026-01-13,0,1.9.1,1662,1,1,0,0
2729,1,mobile,US,paid_social,card,2025-12-26,0,1.9.0,1636,1,1,1,1
2730,1,mobile,IN,referral,card,2026-01-12,0,1.9.0,1772,1,1,1,1
2731,0,mobile,OTHER,paid_social,upi,2025-12-17,0,1.9.1,1654,1,0,0,0
2732,1,mobile,EU,paid_search,paypal,2025-12-28,0,1.9.1,1860,1,1,0,0
2733,1,mobile,IN,paid_social,upi,2026-01-08,0,1.9.0,1387,1,1,1,1
2734,0,desktop,IN,paid_search,upi,2026-01-19,0,1.9.0,614,1,0,0,0
2735,0,desktop,EU,paid_social,paypal,2025-12-14,0,1.9.0,1261,1,1,1,1
2736,0,desktop,IN,paid_social,cod,2026-01-13,0,1.9.0,955,1,1,0,0
2737,0,mobile,EU,organic,card,2026-01-06,0,1.9.0,1598,1,1,1,1
2738,1,mobile,EU,organic,upi,2026-01-01,0,1.9.0,1410,1,1,0,0
2739,0,desktop,IN,paid_social,card,2026-01-04,0,1.9.0,1126,1,1,0,0
2740,1,mobile,OTHER,paid_search,cod,2026-01-10,0,1.9.1,1562,1,1,1,1
2741,1,mobile,BR,paid_search,paypal,2026-01-24,0,1.9.0,1883,1,0,0,0
2742,1,mobile,EU,paid_social,card,2026-01-27,1,2.0.0,2442,1,0,0,0
2743,1,desktop,IN,paid_search,upi,2026-02-02,1,1.9.1,849,0,0,0,0
2744,1,mobile,EU,referral,card,2026-01-07,0,1.9.1,1634,1,1,0,0
2745,0,mobile,BR,paid_search,paypal,2025-12-15,0,1.9.1,1551,1,0,0,0
2746,0,mobile,US,paid_social,card,2026-02-04,1,2.0.0,1814,1,0,0,0
2747,0,mobile,EU,paid_search,card,2026-02-03,1,2.0.1,2384,1,1,0,0
2748,1,desktop,US,paid_search,card,2026-01-24,0,1.9.0,913,1,0,0,0
2749,0,mobile,IN,organic,card,2025-12-29,0,1.9.0,2007,1,0,0,0
2750,0,mobile,OTHER,referral,paypal,2026-01-15,0,1.9.0,1444,1,0,0,0
2751,1,mobile,US,organic,card,2026-01-07,0,1.9.1,1739,1,0,0,0
2752,0,desktop,US,organic,card,2025-12-18,0,1.9.0,887,1,1,1,1
2753,1,desktop,US,organic,card,2026-01-04,0,1.9.0,929,1,1,0,0
2754,1,desktop,IN,paid_search,card,2026-02-07,1,1.9.1,1032,1,1,1,1
2755,0,desktop,US,paid_search,cod,2025-12-25,0,1.9.0,1060,0,0,0,0
2756,1,mobile,IN,organic,cod,2026-01-25,0,1.9.1,1406,1,0,0,0
2757,1,desktop,EU,paid_social,upi,2026-01-23,0,1.9.0,1004,1,0,0,0
2758,0,mobile,BR,organic,upi,2026-01-21,0,1.9.0,1330,1,1,1,0
2759,0,desktop,US,organic,card,2026-01-08,0,1.9.0,670,1,1,1,1
2760,1,mobile,EU,paid_search,card,2026-01-04,0,1.9.0,1470,1,0,0,0
2761,1,mobile,US,paid_search,card,2026-01-25,0,1.9.0,1507,1,0,0,0
2762,1,mobile,IN,organic,card,2025-12-18,0,1.9.0,1491,1,1,1,0
2763,0,mobile,OTHER,paid_search,card,2026-01-19,0,1.9.0,1477,1,1,1,0
2764,1,mobile,US,paid_search,card,2026-01-12,0,1.9.0,1599,1,1,1,1
2765,1,mobile,US,paid_search,card,2026-01-23,0,1.9.1,1702,0,0,0,0
2766,0,mobile,US,paid_social,paypal,2025-12-21,0,1.9.0,1519,1,0,0,0
2767,1,desktop,OTHER,paid_search,card,2026-01-27,1,1.9.0,1092,1,1,1,1
2768,1,desktop,US,email,card,2026-02-04,1,1.9.0,965,1,1,1,1
2769,1,desktop,US,referral,card,2025-12-24,0,1.9.1,1143,1,1,1,1
2770,0,desktop,EU,organic,card,2026-01-02,0,1.9.1,1072,1,1,1,0
2771,1,mobile,US,organic,card,2026-01-19,0,1.9.1,1196,1,1,0,0
2772,1,mobile,US,paid_search,paypal,2026-01-23,0,1.9.0,1996,1,1,1,1
2773,0,mobile,US,paid_search,card,2026-01-14,0,1.9.0,1856,1,1,0,0
2774,1,desktop,IN,organic,card,2026-01-18,0,1.9.1,830,1,1,1,1
2775,1,desktop,IN,paid_search,card,2026-02-09,1,1.9.0,688,1,1,0,0
2776,1,desktop,EU,paid_social,upi,2026-01-19,0,1.9.0,1308,1,1,0,0
2777,1,desktop,US,paid_search,card,2026-01-17,0,1.9.1,1177,1,1,1,0
2778,1,mobile,IN,referral,upi,2026-01-04,0,1.9.0,1695,1,1,1,1
2779,1,mobile,EU,paid_search,card,2026-01-16,0,1.9.1,1336,1,1,0,0
2780,1,desktop,US,paid_social,card,2026-01-19,0,1.9.1,1140,1,1,1,1
2781,1,mobile,IN,paid_search,cod,2025-12-25,0,1.9.0,1693,1,1,1,0
2782,0,mobile,EU,email,card,2025-12-14,0,1.9.0,2022,1,1,1,0
2783,0,mobile,OTHER,organic,upi,2025-12-13,0,1.9.0,1482,1,0,0,0
2784,0,mobile,IN,referral,paypal,2026-01-26,0,1.9.0,1500,1,1,1,0
2785,0,desktop,BR,paid_search,card,2026-01-11,0,1.9.0,975,1,1,0,0
2786,1,mobile,BR,paid_social,card,2026-01-26,0,1.9.0,1362,1,1,1,1
2787,0,mobile,OTHER,paid_search,card,2025-12-20,0,1.9.0,1579,1,0,0,0
2788,1,mobile,EU,organic,cod,2025-12-19,0,1.9.1,1543,1,1,1,1
2789,0,mobile,US,paid_search,upi,2026-01-16,0,1.9.0,1534,0,0,0,0
2790,0,desktop,US,paid_social,cod,2025-12-25,0,1.9.0,1051,0,0,0,0
2791,0,mobile,EU,referral,card,2026-01-31,1,2.0.0,1886,1,0,0,0
2792,0,mobile,IN,organic,upi,2026-01-20,0,1.9.1,1386,1,0,0,0
2793,0,mobile,US,paid_search,card,2026-01-22,0,1.9.1,1550,1,1,1,0
2794,1,desktop,EU,paid_search,card,2025-12-26,0,1.9.0,748,1,1,1,1
2795,1,mobile,OTHER,paid_search,cod,2025-12-18,0,1.9.0,1993,0,0,0,0
2796,0,desktop,IN,referral,card,2026-01-12,0,1.9.0,1141,1,1,0,0
2797,1,mobile,IN,paid_search,card,2026-02-03,1,2.0.1,2406,1,1,1,1
2798,0,mobile,IN,organic,card,2025-12-12,0,1.9.0,1687,1,0,0,0
2799,0,desktop,US,paid_search,card,2026-01-16,0,1.9.0,692,1,1,0,0
2800,1,mobile,US,organic,card,2025-12-15,0,1.9.0,1724,1,0,0,0
2801,0,mobile,BR,organic,card,2026-02-02,1,2.0.0,2019,1,1,0,0
2802,0,mobile,OTHER,paid_search,card,2026-01-20,0,1.9.1,1584,1,1,1,1
2803,0,mobile,OTHER,paid_search,card,2025-12-19,0,1.9.0,1776,1,1,1,1
2804,0,mobile,IN,referral,card,2026-01-27,1,2.0.0,2293,1,1,1,0
2805,1,mobile,US,referral,card,2025-12-30,0,1.9.0,1736,1,1,1,1
2806,0,mobile,OTHER,organic,card,2025-12-31,0,1.9.1,1494,1,1,1,1
2807,0,mobile,BR,organic,card,2026-02-06,1,2.0.0,2183,1,0,0,0
2808,1,desktop,BR,email,card,2025-12-24,0,1.9.1,795,1,1,1,0
2809,1,mobile,US,paid_search,card,2026-01-19,0,1.9.1,1507,1,1,0,0
2810,0,mobile,EU,organic,cod,2025-12-25,0,1.9.1,1751,0,0,0,0
2811,1,mobile,EU,paid_social,card,2026-01-31,1,2.0.0,2067,1,1,1,1
2812,0,mobile,IN,organic,card,2025-12-15,0,1.9.0,2226,1,1,1,1
2813,0,mobile,EU,paid_social,upi,2026-02-07,1,2.0.1,1846,1,1,1,1
2814,1,desktop,EU,referral,cod,2026-01-20,0,1.9.0,788,1,1,1,0
2815,0,desktop,EU,organic,card,2026-01-28,1,1.9.0,1001,1,1,1,1
2816,0,mobile,US,paid_search,card,2025-12-15,0,1.9.1,1528,1,1,1,0
2817,1,mobile,IN,paid_search,card,2026-01-06,0,1.9.0,1340,1,1,0,0
2818,1,mobile,EU,email,card,2026-01-08,0,1.9.1,1659,1,0,0,0
2819,1,desktop,US,paid_social,paypal,2026-01-25,0,1.9.0,756,1,1,0,0
2820,1,mobile,OTHER,organic,card,2025-12-28,0,1.9.1,1632,1,1,1,1
2821,0,mobile,BR,organic,paypal,2026-01-28,1,2.0.0,2169,1,0,0,0
2822,1,mobile,BR,organic,upi,2026-01-21,0,1.9.1,1667,1,1,1,1
2823,0,mobile,US,organic,card,2026-01-16,0,1.9.1,1899,1,0,0,0
2824,1,mobile,US,organic,card,2025-12-20,0,1.9.1,1497,1,1,0,0
2825,1,desktop,US,organic,upi,2026-01-20,0,1.9.0,470,1,1,1,1
2826,0,mobile,IN,organic,card,2025-12-30,0,1.9.0,1929,0,0,0,0
2827,0,mobile,US,paid_search,card,2025-12-28,0,1.9.1,1748,1,1,1,0
2828,1,mobile,US,organic,paypal,2025-12-19,0,1.9.0,1811,1,0,0,0
2829,1,mobile,US,email,cod,2026-02-03,1,2.0.0,2057,0,0,0,0
2830,1,mobile,IN,paid_social,upi,2026-01-12,0,1.9.1,1512,1,1,1,1
2831,1,desktop,IN,organic,card,2026-02-09,1,1.9.0,1008,1,1,1,1
2832,0,mobile,IN,organic,card,2025-12-21,0,1.9.1,1660,1,1,1,1
2833,1,mobile,US,email,upi,2025-12-12,0,1.9.1,1590,1,0,0,0
2834,1,desktop,OTHER,organic,cod,2026-01-12,0,1.9.1,1036,1,1,0,0
2835,1,mobile,IN,organic,card,2026-01-26,0,1.9.1,1638,1,0,0,0
2836,0,mobile,US,organic,card,2026-01-21,0,1.9.1,1714,1,1,1,0
2837,0,mobile,US,paid_social,card,2026-02-05,1,2.0.0,1919,1,1,0,0
2838,1,desktop,US,paid_search,upi,2025-12-23,0,1.9.0,1048,1,0,0,0
2839,0,mobile,US,organic,cod,2026-01-06,0,1.9.1,1466,1,1,0,0
2840,1,mobile,EU,paid_search,card,2026-01-04,0,1.9.1,2157,0,0,0,0
2841,1,mobile,OTHER,organic,card,2026-01-31,1,2.0.0,2149,1,1,1,1
2842,0,mobile,US,organic,card,2026-01-12,0,1.9.0,1598,1,1,1,0
2843,0,desktop,EU,organic,upi,2025-12-31,0,1.9.1,944,1,1,1,0
2844,0,mobile,OTHER,organic,card,2026-01-07,0,1.9.0,1877,1,1,0,0
2845,0,desktop,IN,paid_social,card,2025-12-15,0,1.9.0,660,1,1,1,1
2846,1,mobile,US,paid_social,card,2026-01-17,0,1.9.0,1744,1,1,1,1
2847,0,mobile,IN,paid_social,card,2026-01-10,0,1.9.1,1310,1,1,0,0
2848,1,desktop,BR,paid_social,card,2025-12-25,0,1.9.0,979,1,0,0,0
2849,0,mobile,US,organic,card,2025-12-21,0,1.9.1,1526,1,0,0,0
2850,1,mobile,IN,paid_search,card,2026-01-26,0,1.9.0,1586,1,1,1,1
2851,0,mobile,EU,paid_search,upi,2025-12-19,0,1.9.1,1868,0,0,0,0
2852,1,mobile,EU,paid_search,upi,2025-12-21,0,1.9.1,1726,1,0,0,0
2853,1,mobile,IN,referral,card,2026-01-30,1,2.0.1,2442,0,0,0,0
2854,0,desktop,IN,referral,card,2026-01-13,0,1.9.0,1101,1,1,1,0
2855,1,desktop,EU,organic,card,2026-01-13,0,1.9.0,868,1,0,0,0
2856,1,desktop,EU,paid_search,card,2026-01-04,0,1.9.0,813,0,0,0,0
2857,1,desktop,IN,organic,card,2025-12-17,0,1.9.1,564,1,0,0,0
2858,1,mobile,IN,paid_social,card,2025-12-19,0,1.9.1,1599,1,1,1,1
2859,1,mobile,US,paid_search,card,2026-01-21,0,1.9.1,1877,1,0,0,0
2860,1,mobile,OTHER,referral,cod,2026-01-01,0,1.9.0,1288,1,1,1,0
2861,0,desktop,US,paid_search,card,2026-01-19,0,1.9.0,871,1,1,1,1
2862,1,mobile,US,paid_social,upi,2026-01-29,1,2.0.1,2045,1,1,1,0
2863,0,mobile,US,organic,paypal,2026-01-06,0,1.9.0,2004,1,1,0,0
2864,0,mobile,OTHER,paid_social,upi,2026-02-08,1,2.0.0,2189,0,0,0,0
2865,1,mobile,EU,organic,card,2025-12-19,0,1.9.0,1449,1,0,0,0
2866,0,mobile,IN,organic,card,2025-12-27,0,1.9.1,1549,1,1,1,1
2867,1,mobile,OTHER,paid_search,card,2025-12-19,0,1.9.1,1476,1,0,0,0
2868,0,desktop,OTHER,referral,paypal,2025-12-13,0,1.9.0,767,1,1,1,1
2869,1,mobile,IN,referral,upi,2025-12-13,0,1.9.1,1711,1,1,0,0
2870,1,desktop,IN,paid_search,card,2025-12-23,0,1.9.1,977,1,1,1,1
2871,0,mobile,OTHER,organic,upi,2026-01-18,0,1.9.0,1952,1,1,0,0
2872,0,desktop,US,paid_social,card,2026-01-29,1,1.9.1,720,1,1,1,1
2873,0,mobile,IN,organic,card,2026-02-02,1,2.0.0,2366,1,1,0,0
2874,1,desktop,EU,paid_search,card,2026-01-04,0,1.9.1,936,1,1,1,1
2875,0,mobile,EU,organic,card,2025-12-19,0,1.9.0,2063,0,0,0,0
2876,1,mobile,US,referral,card,2026-01-05,0,1.9.1,1374,1,0,0,0
2877,1,desktop,US,paid_social,card,2026-01-20,0,1.9.0,921,1,0,0,0
2878,1,mobile,BR,organic,card,2026-01-22,0,1.9.0,1768,1,0,0,0
2879,0,mobile,US,referral,card,2026-02-08,1,2.0.0,1834,1,0,0,0
2880,1,mobile,OTHER,paid_search,card,2026-01-20,0,1.9.1,1196,1,1,1,0
2881,1,mobile,US,paid_social,upi,2025-12-15,0,1.9.0,1661,1,0,0,0
2882,0,mobile,IN,paid_social,card,2026-01-29,1,2.0.1,2075,0,0,0,0
2883,1,mobile,IN,email,card,2026-01-16,0,1.9.0,1485,1,0,0,0
2884,1,mobile,IN,organic,upi,2026-01-02,0,1.9.1,1326,1,0,0,0
2885,1,mobile,US,referral,upi,2026-01-30,1,2.0.0,2492,1,0,0,0
2886,0,desktop,US,organic,paypal,2026-02-02,1,1.9.0,852,1,1,1,1
2887,1,mobile,EU,email,upi,2026-01-11,0,1.9.0,1213,1,0,0,0
2888,1,mobile,IN,paid_search,cod,2026-01-22,0,1.9.1,1056,1,1,0,0
2889,0,mobile,IN,paid_social,card,2026-01-26,0,1.9.0,1547,1,1,1,0
2890,0,mobile,US,email,card,2026-01-26,0,1.9.1,1731,1,1,0,0
2891,1,mobile,US,organic,card,2026-01-10,0,1.9.0,1503,1,1,1,0
2892,0,mobile,IN,paid_social,card,2026-02-03,1,2.0.0,2373,1,1,1,1
2893,0,desktop,US,email,card,2025-12-29,0,1.9.0,844,1,1,1,1
2894,0,desktop,US,email,card,2026-01-31,1,1.9.1,601,0,0,0,0
2895,1,mobile,IN,organic,paypal,2026-01-11,0,1.9.0,1751,0,0,0,0
2896,0,mobile,IN,organic,card,2026-01-13,0,1.9.1,1711,0,0,0,0
2897,1,mobile,US,paid_search,paypal,2026-01-21,0,1.9.1,1525,1,1,1,1
2898,1,desktop,US,paid_social,card,2026-02-02,1,1.9.0,890,1,1,0,0
2899,1,desktop,EU,paid_social,card,2026-01-01,0,1.9.0,1175,1,0,0,0
2900,1,mobile,BR,paid_social,paypal,2026-01-28,1,2.0.0,2130,1,1,0,0
2901,1,mobile,US,paid_social,card,2026-01-01,0,1.9.0,1613,1,0,0,0
2902,0,mobile,IN,organic,card,2025-12-23,0,1.9.0,1788,0,0,0,0
2903,1,mobile,BR,paid_search,card,2026-02-04,1,2.0.0,2041,1,1,1,1
2904,1,mobile,OTHER,paid_search,paypal,2025-12-14,0,1.9.0,1209,1,1,1,1
2905,1,mobile,US,paid_social,card,2025-12-21,0,1.9.1,1613,1,1,1,1
2906,1,mobile,EU,organic,upi,2025-12-19,0,1.9.0,1865,1,1,1,1
2907,0,mobile,IN,paid_social,upi,2025-12-28,0,1.9.0,1557,1,1,1,1
2908,1,mobile,US,email,card,2026-01-27,1,2.0.0,2197,0,0,0,0
2909,1,desktop,EU,paid_social,card,2026-01-23,0,1.9.1,675,1,1,1,1
2910,1,mobile,IN,paid_social,card,2026-01-10,0,1.9.0,1727,1,1,1,1
2911,1,mobile,US,organic,card,2026-02-02,1,2.0.0,1712,1,0,0,0
2912,1,desktop,US,paid_social,paypal,2026-01-19,0,1.9.0,600,1,1,1,0
2913,0,mobile,BR,paid_social,card,2025-12-14,0,1.9.1,1467,1,1,1,1
2914,0,mobile,BR,paid_search,card,2026-02-08,1,2.0.0,2275,1,0,0,0
2915,1,mobile,US,referral,upi,2025-12-25,0,1.9.0,1647,1,1,1,1
2916,0,mobile,EU,paid_social,card,2025-12-27,0,1.9.0,1712,0,0,0,0
2917,0,mobile,US,paid_search,cod,2025-12-29,0,1.9.1,1363,1,1,1,1
2918,0,desktop,EU,organic,card,2025-12-16,0,1.9.1,297,1,1,1,1
2919,1,mobile,OTHER,paid_search,paypal,2026-02-08,1,2.0.0,1867,1,0,0,0
2920,1,mobile,US,organic,card,2025-12-23,0,1.9.0,1638,1,1,0,0
2921,1,desktop,US,organic,paypal,2026-01-18,0,1.9.1,643,0,0,0,0
2922,0,mobile,EU,organic,card,2025-12-26,0,1.9.1,1580,1,1,0,0
2923,0,mobile,EU,paid_search,upi,2026-01-14,0,1.9.0,1360,1,1,1,0
2924,1,mobile,IN,paid_social,upi,2025-12-23,0,1.9.0,1924,1,1,1,0
2925,1,mobile,BR,paid_search,card,2026-01-16,0,1.9.0,1858,1,0,0,0
2926,0,mobile,OTHER,paid_social,card,2025-12-26,0,1.9.0,1364,1,1,1,0
2927,0,desktop,IN,paid_social,paypal,2026-02-06,1,1.9.0,788,1,1,1,1
2928,0,mobile,US,paid_social,card,2026-01-18,0,1.9.1,1936,1,1,0,0
2929,0,mobile,IN,paid_search,card,2026-01-20,0,1.9.1,1850,1,1,1,1
2930,1,desktop,EU,paid_social,card,2026-02-04,1,1.9.1,959,1,1,1,0
2931,0,mobile,US,email,paypal,2025-12-14,0,1.9.0,1659,1,1,1,1
2932,0,mobile,US,paid_social,card,2026-02-09,1,2.0.0,2021,1,1,0,0
2933,1,desktop,US,paid_social,paypal,2026-01-23,0,1.9.0,1302,0,0,0,0
2934,1,desktop,US,organic,card,2026-01-10,0,1.9.0,1055,1,1,1,1
2935,0,mobile,EU,paid_search,card,2026-02-01,1,2.0.0,2199,1,0,0,0
2936,1,desktop,US,paid_search,card,2026-01-17,0,1.9.0,806,1,0,0,0
2937,0,mobile,EU,paid_search,card,2025-12-24,0,1.9.1,1833,1,1,1,1
2938,0,desktop,US,paid_search,card,2026-01-23,0,1.9.1,624,0,0,0,0
2939,0,desktop,OTHER,paid_search,card,2025-12-15,0,1.9.1,887,1,1,1,1
2940,1,mobile,IN,paid_social,upi,2026-01-28,1,2.0.1,2148,1,1,1,1
2941,1,mobile,US,referral,card,2026-01-02,0,1.9.0,1348,1,1,1,0
2942,0,mobile,EU,paid_social,card,2026-01-23,0,1.9.0,1563,1,1,1,0
2943,1,desktop,IN,referral,card,2025-12-13,0,1.9.0,881,1,1,1,0
2944,0,desktop,EU,paid_social,card,2026-02-06,1,1.9.1,446,1,1,0,0
2945,0,mobile,OTHER,paid_search,card,2025-12-20,0,1.9.0,1755,1,1,1,1
2946,1,desktop,IN,paid_social,card,2026-01-29,1,1.9.0,924,1,1,1,1
2947,1,desktop,BR,paid_social,cod,2026-02-07,1,1.9.1,1154,0,0,0,0
2948,1,desktop,US,paid_social,card,2026-01-16,0,1.9.1,279,1,1,1,1
2949,1,desktop,EU,referral,paypal,2026-01-31,1,1.9.1,972,0,0,0,0
2950,0,mobile,US,email,upi,2026-01-17,0,1.9.1,1409,0,0,0,0
2951,0,mobile,BR,organic,card,2026-01-12,0,1.9.0,1686,1,1,1,1
2952,0,desktop,US,organic,paypal,2026-01-18,0,1.9.0,537,1,1,0,0
2953,0,desktop,US,paid_social,card,2026-01-03,0,1.9.0,1068,1,1,0,0
2954,1,mobile,OTHER,organic,card,2025-12-29,0,1.9.1,1593,1,1,1,0
2955,0,mobile,US,referral,paypal,2026-01-18,0,1.9.0,1680,1,1,1,0
2956,0,desktop,US,referral,upi,2025-12-14,0,1.9.0,710,1,1,0,0
2957,0,desktop,IN,paid_social,card,2026-01-19,0,1.9.0,612,0,0,0,0
2958,0,mobile,OTHER,email,card,2026-01-08,0,1.9.1,1499,1,1,1,1
2959,1,mobile,EU,referral,upi,2025-12-29,0,1.9.0,1418,1,0,0,0
2960,0,desktop,US,email,card,2026-01-09,0,1.9.1,731,1,1,1,1
2961,1,desktop,EU,paid_social,upi,2025-12-22,0,1.9.0,1242,1,1,1,1
2962,1,desktop,IN,paid_search,card,2026-01-11,0,1.9.1,1011,1,1,0,0
2963,1,desktop,OTHER,organic,card,2026-01-30,1,1.9.1,765,1,1,1,0
2964,0,mobile,EU,organic,card,2026-01-22,0,1.9.1,1460,0,0,0,0
2965,0,desktop,IN,paid_social,card,2026-02-03,1,1.9.0,821,1,1,1,1
2966,0,desktop,IN,organic,upi,2025-12-30,0,1.9.0,1013,1,1,0,0
2967,0,mobile,EU,organic,upi,2026-01-31,1,2.0.0,2051,0,0,0,0
2968,0,desktop,EU,paid_search,card,2025-12-24,0,1.9.0,662,1,1,1,0
2969,0,desktop,US,organic,upi,2026-01-09,0,1.9.1,412,1,1,1,0
2970,1,desktop,US,email,paypal,2026-01-23,0,1.9.0,841,1,1,0,0
2971,1,mobile,US,referral,card,2026-01-11,0,1.9.0,1641,1,0,0,0
2972,1,mobile,IN,paid_search,upi,2026-01-13,0,1.9.1,1744,1,1,0,0
2973,0,mobile,US,email,upi,2026-01-28,1,2.0.0,1966,1,0,0,0
2974,0,mobile,US,paid_search,card,2026-01-06,0,1.9.0,1794,1,1,0,0
2975,1,mobile,OTHER,referral,card,2025-12-14,0,1.9.1,1514,0,0,0,0
2976,1,mobile,US,referral,card,2026-01-07,0,1.9.0,1807,1,1,1,1
2977,0,mobile,OTHER,organic,paypal,2026-02-05,1,2.0.0,2436,1,0,0,0
2978,1,desktop,OTHER,paid_social,card,2025-12-28,0,1.9.0,1099,1,0,0,0
2979,0,mobile,EU,paid_social,card,2026-01-14,0,1.9.1,1623,1,0,0,0
2980,0,mobile,US,organic,upi,2025-12-21,0,1.9.1,2051,1,1,1,1
2981,1,mobile,US,paid_search,paypal,2026-01-06,0,1.9.1,1441,0,0,0,0
2982,1,mobile,OTHER,organic,cod,2026-02-07,1,2.0.0,1948,1,0,0,0
2983,0,desktop,OTHER,paid_social,paypal,2026-01-17,0,1.9.1,840,1,0,0,0
2984,0,mobile,OTHER,paid_social,upi,2026-01-12,0,1.9.0,1173,1,1,1,1
2985,1,mobile,OTHER,email,card,2025-12-17,0,1.9.1,1654,0,0,0,0
2986,0,mobile,US,paid_social,card,2026-01-06,0,1.9.0,1721,0,0,0,0
2987,1,mobile,IN,paid_search,card,2026-02-07,1,2.0.0,2126,1,1,1,0
2988,1,mobile,BR,organic,card,2026-01-21,0,1.9.0,1348,1,0,0,0
2989,0,mobile,US,paid_social,upi,2026-02-02,1,2.0.0,2154,1,0,0,0
2990,0,mobile,IN,paid_search,upi,2025-12-28,0,1.9.1,1527,1,1,1,1
2991,1,mobile,US,email,card,2026-01-03,0,1.9.0,1318,1,0,0,0
2992,0,desktop,US,organic,card,2026-01-20,0,1.9.0,851,1,1,1,0
2993,0,mobile,US,organic,card,2026-02-05,1,2.0.0,2073,1,1,1,1
2994,1,mobile,US,paid_social,card,2026-01-25,0,1.9.1,1942,1,1,0,0
2995,1,mobile,IN,email,cod,2026-01-12,0,1.9.0,1516,1,1,1,0
2996,0,mobile,EU,organic,card,2026-02-06,1,2.0.1,2036,1,0,0,0
2997,1,mobile,US,organic,paypal,2026-01-12,0,1.9.0,1343,1,1,1,1
2998,1,mobile,BR,email,card,2026-01-23,0,1.9.1,1475,1,1,1,0
2999,1,mobile,BR,organic,upi,2026-01-18,0,1.9.0,1591,1,1,1,1
3000,0,mobile,US,paid_social,card,2026-01-09,0,1.9.0,1865,1,0,0,0
3001,0,mobile,US,organic,card,2025-12-15,0,1.9.1,1670,0,0,0,0
3002,0,mobile,US,organic,cod,2025-12-22,0,1.9.1,1728,0,0,0,0
3003,1,desktop,EU,organic,card,2026-01-31,1,1.9.0,987,0,0,0,0
3004,0,mobile,IN,paid_social,paypal,2026-01-04,0,1.9.0,2254,1,0,0,0
3005,0,mobile,IN,paid_social,cod,2026-02-09,1,2.0.0,1985,1,1,1,0
3006,0,desktop,US,organic,card,2026-01-05,0,1.9.0,1184,1,0,0,0
3007,0,mobile,IN,organic,card,2025-12-20,0,1.9.1,1598,1,1,1,1
3008,1,mobile,OTHER,email,paypal,2026-01-11,0,1.9.1,1405,1,0,0,0
3009,0,mobile,US,paid_search,cod,2026-01-10,0,1.9.0,1549,1,1,0,0
3010,1,mobile,IN,paid_social,card,2026-02-05,1,2.0.0,2134,1,0,0,0
3011,1,mobile,US,organic,paypal,2025-12-28,0,1.9.0,1682,1,1,0,0
3012,1,desktop,US,organic,card,2026-02-09,1,1.9.0,980,1,1,1,1
3013,1,mobile,IN,paid_search,paypal,2025-12-21,0,1.9.1,1406,0,0,0,0
3014,1,mobile,EU,paid_search,upi,2025-12-30,0,1.9.1,1354,1,1,0,0
3015,0,mobile,IN,paid_search,card,2026-01-18,0,1.9.0,1551,1,0,0,0
